Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume
2020-07-22,9390.0,9544.0,9261.0,9518.16,48815.004107,1595462399999000000,457776105.6155714,663029,23362.19379,219166005.90788168
2020-07-23,9518.16,9664.0,9440.33,9603.27,51856.2335,1595548799999000000,494282948.7336824,735371,24461.265468,233235064.19448087
2020-07-24,9603.27,9637.0,9463.44,9537.8,43931.136205,1595635199999000000,419240263.5218282,677725,20416.299973,194861143.5855291
2020-07-25,9538.1,9732.9,9513.0,9700.42,40679.545416,1595721599999000000,391431695.7168218,675222,19626.608893,188907762.75214633
2020-07-26,9700.42,10111.0,9650.0,9931.54,65279.269319,1595807999999000000,644607634.4817771,945611,33748.331807,333445554.97564465
2020-07-27,9931.54,11394.86,9917.21,11029.96,150188.933144,1595894399999000000,1580355372.0991797,1901088,76650.610051,806266386.3887894
2020-07-28,11029.96,11242.23,10565.0,10906.27,97267.734187,1595980799999000000,1065375500.1891888,1475636,46575.430534,510271018.989564
2020-07-29,10906.27,11342.82,10812.0,11100.53,76838.094233,1596067199999000000,853242253.6158236,1127302,36218.477065,402507227.08882374
2020-07-30,11100.52,11170.0,10831.0,11099.61,60794.826456,1596153599999000000,669779541.8872833,879960,28272.698765,311567992.0035252
2020-07-31,11099.79,11444.0,10960.0,11335.46,70063.660974,1596239999999000000,786344325.8552314,971584,34068.143365,382632611.4413553
2020-08-01,11335.46,11861.0,11220.0,11801.17,85087.485126,1596326399999000000,987817017.3186324,1174252,40523.733524,470714480.01113474
2020-08-02,11801.17,12123.46,10518.5,11071.35,97553.077604,1596412799999000000,1105757335.5281618,1459900,45974.786415,521934340.8317662
2020-08-03,11071.36,11473.0,10936.0,11219.81,56931.841475,1596499199999000000,641127593.2614517,919185,27133.035136,305554713.93730706
2020-08-04,11219.68,11414.98,11000.0,11191.97,58629.113709,1596585599999000000,658084242.6797222,863692,27861.615661,312734273.7930188
2020-08-05,11191.99,11780.93,11093.0,11744.91,74970.256852,1596671999999000000,861433645.4244397,964637,36130.384551,415113460.07729
2020-08-06,11744.91,11900.0,11562.5,11762.46,63529.08502,1596758399999000000,746479211.7155949,919918,30044.203297,353083043.8420358
2020-08-07,11762.47,11909.94,11322.0,11594.23,65755.926022,1596844799999000000,767005529.2821208,940045,29993.01871,349862123.7491068
2020-08-08,11594.36,11808.27,11512.0,11761.41,41858.16104,1596931199999000000,489087264.3602809,779318,20448.352618,238996465.92770353
2020-08-09,11761.02,11797.11,11521.97,11681.68,41493.067342,1597017599999000000,483708602.8963804,853386,19031.223314,221877538.8072692
2020-08-10,11681.69,12067.35,11450.0,11892.92,84952.337887,1597103999999000000,1009169063.3832128,1340835,42058.722455,499909664.3216917
2020-08-11,11892.9,11935.0,11125.0,11392.08,90748.284634,1597190399999000000,1049615697.1379416,1343979,41221.961009,476990926.57705575
2020-08-12,11392.09,11617.52,11150.0,11564.33,64909.613644,1597276799999000000,743303608.0999826,1104096,30943.672114,354308405.99191445
2020-08-13,11564.34,11792.96,11270.36,11780.0,70132.491502,1597363199999000000,809611114.2132485,1243382,34841.790602,402381474.75042975
2020-08-14,11779.77,11850.0,11634.03,11760.54,59818.852697,1597449599999000000,702273220.6964157,1011746,28464.669553,334192256.65110326
2020-08-15,11760.55,11980.0,11680.0,11852.4,56237.90505,1597535999999000000,667446824.0641296,1018956,27303.966321,324138943.4177591
2020-08-16,11852.4,11931.72,11686.0,11911.0,41368.236906,1597622399999000000,489731524.6369436,790240,19342.045312,229032803.39445427
2020-08-17,11910.99,12468.0,11769.78,12281.13,84734.21154,1597708799999000000,1026883452.894772,1210228,42291.086199,512410754.0903758
2020-08-18,12281.15,12387.77,11817.93,11945.01,75923.835527,1597795199999000000,920402307.1768104,1189390,35954.349975,436020475.31834656
2020-08-19,11945.1,12020.08,11561.0,11754.59,73940.169606,1597881599999000000,870612801.5295693,1258060,34861.135969,410547222.2597808
2020-08-20,11754.38,11888.0,11668.0,11853.55,46085.254351,1597967999999000000,543576025.0485107,798027,21992.907541,259381062.46462873
2020-08-21,11853.54,11878.0,11485.81,11531.34,64448.306142,1598054399999000000,755451999.6540914,1189668,30531.732866,357993659.7185244
2020-08-22,11531.23,11686.0,11376.81,11662.96,43678.701646,1598140799999000000,504305451.410864,809328,21605.070922,249466430.9099906
2020-08-23,11663.51,11718.07,11514.13,11648.13,37900.00469,1598227199999000000,440406018.65187865,627352,18514.627525,215154211.01204568
2020-08-24,11648.12,11824.9,11585.09,11748.2,46212.391867,1598313599999000000,542298951.538298,656584,22780.419488,267322530.4323263
2020-08-25,11748.19,11767.85,11117.64,11318.42,69590.923272,1598399999999000000,797034671.6452801,996668,33126.45198,379562265.5590256
2020-08-26,11318.42,11539.32,11244.0,11461.43,53998.231231,1598486399999000000,615452789.9673375,862654,25622.53674,291999409.36174107
2020-08-27,11461.42,11592.2,11125.0,11330.38,63246.036383,1598572799999000000,717474981.6640126,959270,30793.180668,349359723.857759
2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.908365,1598659199999000000,525606229.654251,719985,21714.202859,248344753.1280814
2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.7992,1598745599999000000,379228275.2707224,611834,15709.309985,180675288.37511048
2020-08-30,11465.84,11719.0,11458.0,11711.16,43177.879054,1598831999999000000,501375342.93503886,756541,22258.115902,258461346.4554627
2020-08-31,11711.17,11800.77,11570.0,11649.51,55353.617744,1598918399999000000,646723855.5714536,822062,26579.940284,310534861.61639535
2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.193668,1599004799999000000,928047313.4889666,1321492,37476.019382,444996773.6683221
2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.845602,1599091199999000000,1005391012.1338753,1373524,39972.309887,460939443.22481513
2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106015,1599177599999000000,1325106403.3158674,1611610,54266.83286,590230451.1123078
2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.599113,1599263999999000000,959925718.3512753,1434860,42707.834666,442163704.1972196
